"pointid","xcoord","ycoord"
819,479335.649394001,4762367.10984191
820,477537.035583316,4761422.8375913
821,529921.662819525,4762034.36628693
822,476637.728677973,4762564.95736109
823,516944.664175431,4762960.65239944
824,516216.225582103,4763518.22268075
825,482878.918601051,4763077.56229713
826,483427.49581331,4764435.5157242
827,484704.511618897,4765047.04441983
828,485738.714560041,4765487.70480345
829,488310.732309321,4765946.35132518
830,490918.722334814,4766243.12260394
831,492177.752002294,4765928.36518707
832,494048.310365407,4765047.04441983
833,494381.053920384,4765047.04441983
834,496431.473664565,4768077.70869084
835,496530.397424153,4768410.45224581
836,530434.267755571,4763104.54150429
837,536720.423023916,4763212.45833293
838,495972.82714284,4763437.28505927
839,496872.134048183,4764660.34245053
840,488652.468933351,4763554.19495696
841,521486.164047411,4763599.16030223
842,521818.907602388,4765316.83649144
843,522412.450159914,4766584.85922797
844,521701.997704694,4769768.40567288
845,521090.469009061,4770793.61554497
846,520991.545249473,4770937.50464983
847,520712.760108817,4773374.62636331
848,520128.210620344,4774112.05802569
849,519120.98688636,4776342.33915094
850,519085.014610146,4776522.20053201
851,518797.236400437,4776971.85398468
852,518059.804738056,4777016.81932994
853,516782.788932469,4777538.41733504
854,516692.858241935,4777565.3965422
855,514147.819699815,4776702.06191307
856,513464.346451755,4776989.84012278
857,511297.016809879,4777871.16089002
858,510559.585147498,4777790.22326854
859,512412.157372504,4763599.16030223
860,536405.665607046,4764075.79296206
861,481556.937450197,4764111.76523828
862,482420.272079326,4764705.3077958
863,527169.783689177,4764291.62661934
864,527205.755965391,4765856.42063464
865,525488.079776186,4768581.32055783
866,522484.394712342,4770676.70564728
867,521845.886809548,4770964.48385699
868,497555.607296243,4765361.8018367
869,529597.912333602,4764327.59889556
870,523833.355070356,4764336.59196461
871,525182.31542837,4764399.54344799
872,496368.522181191,4764516.45334568
873,493796.504431911,4764525.44641473
874,520694.77397071,4764696.31472675
875,521477.170978358,4768563.33441972
876,508059.511950645,4764705.3077958
877,484821.421516591,4764723.29393391
878,522025.748190617,4764759.26621012
879,509444.444584873,4764759.26621012
880,490819.798575227,4764894.16224592
881,517655.116630652,4764993.08600551
882,475657.48415115,4765199.92659374
883,478238.494969483,4764390.55037893
884,478877.002872276,4763958.88306437
885,497663.524124884,4765244.89193901
886,479668.392948978,4765397.77411292
887,528221.972768428,4765838.43449653
888,508113.470364966,4766036.28201571
889,508149.44264118,4766027.28894666
890,497717.482539205,4765883.3998418
891,497483.662743816,4766917.60278295
892,497384.738984228,4767187.39485455
893,516171.260236836,4766288.08794921
894,507528.920876493,4766521.90774459
895,487564.307577886,4766539.8938827
896,532205.902359096,4766845.65823052
897,531468.470696715,4767592.08296195
898,529534.960850228,4767771.94434302
899,527169.783689177,4768266.56314096
900,512708.928651267,4767142.42950928
901,496296.577628764,4767232.36019982
902,516027.371131981,4767430.20771899
903,529561.940057388,4767655.03444533
904,489066.150109809,4767816.90968829
905,489524.796631533,4768086.70175989
906,543833.940645176,4767825.90275734
907,542431.021872842,4767843.88889545
908,542574.910977697,4767996.77106936
909,520065.25913697,4767933.81958598
910,497564.600365297,4767933.81958598
911,514939.209776517,4768032.74334557
912,538590.981387029,4768104.687898
913,478454.328626765,4768230.59086475
914,489192.053076557,4768239.5839338
915,489497.817424373,4768131.66710516
916,475693.456427363,4768239.5839338
917,547485.126680868,4768248.57700285
918,548942.003867523,4769165.8700463
919,549481.588010728,4771063.40761658
920,551208.257268986,4772619.20856282
921,551289.194890467,4772933.96597969
922,550542.770159033,4774157.02337095
923,550066.137499201,4774903.44810239
924,551316.174097627,4776252.4084604
925,552044.612690955,4778599.59948335
926,482762.008703357,4768374.4799696
927,482492.216631754,4768392.46610771
928,544949.081207801,4768581.32055783
929,507969.581260111,4768581.32055783
930,510253.820799682,4769345.73142737
931,535074.691387139,4768590.31362688
932,549112.872179538,4768788.16114606
933,492798.273766981,4768806.14728417
934,493292.892564919,4767133.43644023
935,527826.277730077,4768941.04331997
936,551316.174097627,4769021.98094145
937,552215.48100297,4771441.11651682
938,542125.257525025,4769075.93935577
939,482006.590902869,4769129.89777009
940,482150.480007724,4768761.1819389
941,485882.603664896,4769192.84925346
942,487986.981823397,4769786.39181099
943,494201.192539315,4769237.81459873
944,482393.292872166,4769534.58587749
945,504075.582359978,4769552.5720156
946,499579.047833264,4770802.60861403
947,499021.477551952,4770622.74723296
948,555452.985862204,4769561.56508465
949,555857.673969608,4771189.31058332
950,554508.713611594,4771665.94324315
951,514876.258293143,4769579.55122276
952,519426.751234177,4769750.41953477
953,519705.536374833,4770137.12150407
954,547008.494021036,4769831.35715626
955,537277.993305228,4770173.09378029
956,542377.063458521,4772268.47886973
957,544391.510926489,4772871.01449631
958,507825.692155256,4770218.05912555
959,525110.370875942,4770272.01753987
960,524903.530287714,4770694.69178538
961,524678.703561378,4770955.49078793
962,523032.971924601,4771441.11651682
963,514129.833561708,4770451.87892094
964,511315.002947986,4770685.69871633
965,525578.01046672,4770712.67792349
966,532556.632052179,4770730.6640616
967,503751.831874054,4770793.61554497
968,480594.679061481,4770901.53237361
969,480189.990954077,4772016.67293624
970,480019.122642061,4772700.1461843
971,479731.344432352,4773932.19664462
972,479407.593946428,4775002.37186198
973,479974.157296794,4777286.61140155
974,480091.067194489,4777259.63219439
975,480118.046401649,4777286.61140155
976,482501.209700807,4778446.71730944
977,483256.627501295,4778482.68958565
978,485657.77693856,4777997.06385677
979,486682.986810651,4778725.50245009
980,486709.966017811,4779085.22521223
981,487618.265992207,4780299.28953444
982,488112.884790145,4780434.18557025
983,490154.311465273,4780847.8667467
984,493433.558463126,4782510.17150479
985,545488.665351007,4770955.49078793
986,546073.21483948,4772268.47886973
987,486296.284841353,4771018.44227131
988,487564.307577886,4770586.77495674
989,489416.879802892,4771036.42840941
990,552611.176041321,4771072.40068563
991,543060.536706582,4771135.352169
992,517178.48397082,4771207.29672143
993,554418.78292106,4771279.24127386
994,556999.793739393,4771432.12344777
995,530065.55192438,4771486.08186209
996,528824.508395007,4773482.54319195
997,528635.653944885,4774732.57979037
998,528554.716323405,4775299.14314074
999,528033.118318306,4777250.63912533
1000,528078.083663573,4778347.79354985
1001,529714.822231297,4779984.53211757
1002,529858.711336151,4780739.94991806
1003,529813.745990884,4781756.1667211
1004,528635.653944885,4784454.08743713
1005,528392.841080443,4784642.94188725
1006,527880.236144398,4786693.36163143
1007,527007.908446215,4787808.50219406
1008,526090.615402766,4789265.37938071
1009,525955.719366964,4789328.33086408
1010,525308.218395118,4789598.12293569
1011,525622.975811988,4792403.96048036
1012,491925.946068798,4771620.97789789
1013,479848.254330046,4771638.96403599
1014,478445.335557712,4771638.96403599
1015,478966.933562811,4772601.22242471
1016,541306.888241164,4771818.82541706
1017,546828.632639967,4771827.81848612
1018,506854.440697486,4771854.79769328
1019,506179.960518479,4774166.01644001
1020,486790.903639292,4771872.78383138
1021,535686.220082772,4771971.70759097
1022,536270.769571245,4774022.12733515
1023,538851.780389578,4775389.07383127
1024,538923.724942005,4775919.66490543
1025,539274.454635089,4777178.69457291
1026,539508.274430478,4779175.15590277
1027,538986.676425379,4780029.49746284
1028,538968.690287273,4781675.22909962
1029,539004.662563486,4783446.86370314
1030,540056.851642737,4785901.97155473
1031,540092.823918951,4785919.95769284
1032,540182.754609485,4787646.62695109
1033,538842.787320525,4772016.67293624
1034,539238.482358875,4774336.88475202
1035,494515.949956185,4772061.63828151
1036,494929.631132643,4772412.36797459
1037,524903.530287714,4772088.61748867
1038,533590.834993324,4772106.60362677
1039,534085.453791262,4773509.52239911
1040,477024.43064727,4772115.59669583
1041,514561.500876273,4772385.38876743
1042,485891.596733949,4772862.02142726
1043,486107.430391231,4774121.05109474
1044,485774.686836254,4775299.14314074
1045,485801.666043415,4775505.98372897
1046,485477.915557491,4777142.72229669
1047,543968.836680978,4772889.00063442
1048,519498.695786604,4772996.91746306
1049,477213.285097392,4773014.90360117
1050,557134.689775194,4773032.88973928
1051,556262.362077012,4774255.94713054
1052,552530.23841984,4778266.85592837
1053,487078.681849001,4773077.85508454
1054,481107.283997526,4773077.85508454
1055,496719.251874275,4773140.80656792
1056,505487.494201366,4773203.75805129
1057,502861.518037765,4773239.7303275
1058,494273.137091743,4773248.72339656
1059,528770.549980687,4773410.59863952
1060,474596.302002845,4773482.54319195
1061,472222.131772741,4775856.71342205
1062,472294.076325168,4776468.24211768
1063,476763.631644721,4778869.39155495
1064,477617.973204797,4778752.48165725
1065,478058.633588414,4777916.12623529
1066,478148.564278949,4777745.25792327
1067,478346.411798124,4777520.43119694
1068,479623.427603711,4777484.45892072
1069,491934.939137852,4773518.51546816
1070,550048.151361094,4773599.45308964
1071,533357.015197934,4773617.43922775
1072,512376.18509629,4773743.3421945
1073,558663.511514277,4773815.28674692
1074,547476.133611814,4773869.24516124
1075,512394.171234397,4774013.1342661
1076,540713.345683637,4774031.12040421
1077,476502.832642172,4774094.07188758
1078,478067.626657468,4776845.95101793
1079,478031.654381254,4776989.84012278
1080,524247.036246813,4774103.06495663
1081,523005.99271744,4772430.3541127
1082,471898.381286817,4774139.03723285
1083,561514.314404213,4774246.95406149
1084,561667.196578121,4774912.44117144
1085,561217.54312545,4775056.3302763
1086,557539.377882599,4777772.23713043
1087,557269.585810996,4777961.09158055
1088,555273.124481135,4777493.45198978
1089,554652.602716449,4777970.08464961
1090,553366.593841809,4778149.94603068
1091,498086.198370395,4774255.94713054
1092,483994.059163676,4774363.86395918
1093,520730.746246924,4774408.82930445
1094,518671.333433689,4774462.78771877
1095,518878.174021918,4774741.57285943
1096,515397.856298242,4774489.76692593
1097,508014.546605378,4774498.75999498
1098,490720.874815639,4774516.74613309
1099,492672.370800233,4775775.77580057
1100,518968.104712452,4774552.7184093
1101,563034.143074242,4774678.62137605
1102,549310.719698713,4774678.62137605
1103,528914.439085542,4774678.62137605
1104,552764.058215229,4774741.57285943
1105,544724.254481466,4774768.55206659
1106,549202.802870072,4776549.17973917
1107,522655.263024357,4774822.51048091
1108,522556.339264769,4773185.77191318
1109,561226.536194503,4775002.37186198
1110,480387.838473252,4775200.21938115
1111,497807.413229739,4775263.17086453
1112,487771.148166115,4775317.12927885
1113,559553.825350566,4775461.0183837
1114,556568.126424828,4776899.90943225
1115,528842.494533114,4775479.00452181
1116,496890.12018629,4775577.92828139
1117,532493.680568806,4775613.90055761
1118,531972.082563707,4776495.22132484
1119,517870.950287934,4775667.85897193
1120,541873.451591529,4775829.73421489
1121,541873.451591529,4776765.01339645
1122,477752.869240598,4775883.69262921
1123,562944.212383708,4775982.6163888
1124,562458.586654823,4776090.53321744
1125,561073.654020595,4777736.26485422
1126,560408.166910642,4777745.25792327
1127,491440.320339913,4776009.59559596
1128,476655.71481608,4776108.51935555
1129,500559.292360088,4776315.35994378
1130,556846.911565485,4776324.35301283
1131,537655.702205472,4776423.27677242
1132,503347.14376665,4776486.22825579
1133,524408.911489775,4776567.16587727
1134,519507.688855658,4776621.12429159
1135,485747.707629094,4776621.12429159
1136,475963.248498966,4776621.12429159
1137,482222.424560151,4776693.06884402
1138,547206.341540211,4776711.05498213
1139,548123.634583661,4777007.82626089
1140,542871.68225646,4776836.95794887
1141,533500.904302789,4776890.9163632
1142,527268.707448765,4776890.9163632
1143,469227.43977795,4776962.86091562
1144,469829.975404529,4777385.53516113
1145,480333.880058931,4776998.83319184
1146,546244.083151495,4777232.65298723
1147,553744.302742052,4777277.61833249
1148,513554.277142289,4777511.43812788
1149,505397.563510831,4777583.38268031
1150,490370.145122555,4777682.3064399
1151,493005.114355209,4777727.27178516
1152,494213.741524415,4780793.29375502
1153,516369.107756012,4777853.17475191
1154,506998.329802341,4777871.16089002
1155,500999.952743706,4777880.15395907
1156,519543.661131871,4777907.13316623
1157,518626.368088422,4777691.29950895
1158,486979.758089414,4777907.13316623
1159,468912.68236108,4778051.02227109
1160,522952.03430312,4778131.95989257
1161,521567.101668892,4780020.50439379
1162,521378.24721877,4780281.30339634
1163,521144.427423381,4780739.94991806
1164,519120.98688636,4783689.67656759
1165,518491.47205262,4783878.53101771
1166,518761.264124223,4778311.82127364
1167,526792.074788933,4778419.73810228
1168,521423.212564037,4778473.6965166
1169,519022.063126773,4783168.07856249
1170,537718.653688846,4778482.68958565
1171,537754.62596506,4779319.04500762
1172,537880.528931808,4779462.93411248
1173,549148.844455751,4778545.64106903
1174,549949.227601507,4779256.09352425
1175,549292.733560606,4781288.52713032
1176,548798.114762668,4781747.17365205
1177,561919.002511617,4778554.63413808
1178,535650.247806558,4778626.57869051
1179,542619.876322964,4778680.53710483
1180,542502.966425269,4779229.11431709
1181,546118.180184747,4778716.50938104
1182,549670.44246085,4779355.01728383
1183,511854.587091191,4778797.44700252
1184,510020.001004293,4778833.41927874
1185,554202.949263777,4778977.30838359
1186,553915.171054068,4780811.89447049
1187,487528.335301673,4779175.15590277
1188,477653.94548101,4779220.12124803
1189,559050.213483574,4779283.07273141
1190,558879.345171559,4779049.25293602
1191,517268.414661354,4779292.06580046
1192,472446.958499076,4779328.03807667
1193,473912.828754785,4780038.49053189
1194,474560.329726632,4779876.61528893
1195,549247.768215339,4779399.9826291
1196,543555.15550452,4779642.79549354
1197,521944.810569136,4779696.75390786
1198,555030.311616692,4779786.6845984
1199,527115.825274856,4779876.61528893
1200,526819.053996093,4782205.82017377
1201,480693.602821068,4779903.59449609
1202,536828.339852557,4780083.45587716
1203,532862.396399996,4780209.35884391
1204,504183.499188619,4780353.24794876
1205,470396.538754895,4780362.24101782
1206,473670.015890342,4780218.35191296
1207,522493.387781395,4780614.04695131
1208,548959.99000563,4780676.99843469
1209,546504.882154044,4780820.88753954
1210,547053.459366303,4781405.43702802
1211,562197.787652273,4780901.82516102
1212,510217.848523468,4780901.82516102
1213,510127.917832934,4781675.22909962
1214,564248.207396455,4780946.79050629
1215,482447.251286487,4780955.78357534
1216,482105.514662456,4780002.51825568
1217,560929.76491574,4780964.7766444
1218,508149.44264118,4781009.74198966
1219,498607.796375494,4781027.72812777
1220,496444.934348177,4781638.44321737
1221,505541.452615686,4781063.70040399
1222,469802.996197369,4781225.57564695
1223,471223.90110781,4781477.38158044
1224,471457.720903199,4781288.52713032
1225,473265.327782938,4780676.99843469
1226,510370.730697376,4781333.49247559
1227,473346.265404419,4781369.4647518
1228,514966.188983677,4781387.45088991
1229,515397.856298242,4781540.33306382
1230,515847.509750913,4782484.60531443
1231,546900.577192395,4781396.44395896
1232,532799.444916622,4781414.43009707
1233,515415.842436348,4781423.42316612
1234,495438.887710206,4782065.04411209
1235,484641.560135523,4781504.3607876
1236,485738.714560041,4781657.24296151
1237,525712.906502522,4781513.35385666
1238,526180.5460933,4781909.04889501
1239,479002.905839024,4781729.18751394
1240,478274.467245697,4781144.63802547
1241,477905.751414506,4779876.61528893
1242,539337.406118463,4781855.09048069
1243,535542.330977917,4781927.03503311
1244,537853.549724648,4783428.87756504
1245,537988.445760449,4783644.71122232
1246,542565.917908643,4781936.02810217
1247,518050.811669002,4781954.01424027
1248,480945.408754564,4781972.00037838
1249,555884.653176768,4782061.93106892
1250,555857.673969608,4782439.63996916
1251,552512.252281733,4783275.99539113
1252,550596.728573353,4784382.1428847
1253,548879.052384149,4784517.0389205
1254,546729.70888038,4786585.44480279
1255,522151.651157365,4782070.92413797
1256,525137.350083103,4782259.77858809
1257,515973.412717661,4782349.70927863
1258,469901.919956957,4782412.660762
1259,474821.128729181,4782529.57065969
1260,546459.916808777,4782601.51521212
1261,502456.829930361,4782628.49441928
1262,499794.881490546,4782934.2587671
1263,498194.115199037,4782466.61917632
1264,486718.959086864,4783159.08549343
1265,537520.806169671,4783195.05776965
1266,477896.758345453,4783311.96766734
1267,483634.336401539,4783482.83597936
1268,484164.927475691,4783491.82904841
1269,521486.164047411,4783581.75973894
1270,546792.660363754,4783689.67656759
1271,472393.000084756,4783770.61418907
1272,533042.257781064,4783824.57260339
1273,557881.114506629,4783914.50329392
1274,506926.385249914,4783986.44784635
1275,488922.261004954,4784049.39932972
1276,492514.773003953,4784504.93568538
1277,563735.602460409,4784121.34388215
1278,559994.485734184,4783006.20331953
1279,559688.721386367,4782655.47362644
1280,561811.085682976,4784184.29536552
1281,536243.790364084,4784238.25377985
1282,477402.139547514,4784373.14981565
1283,499120.401311539,4784409.12209186
1284,525811.83026211,4784472.07357523
1285,526135.580748033,4786306.65966213
1286,484443.712616347,4784499.05278239
1287,502618.705173322,4784526.03198955
1288,513248.512794473,4784678.91416346
1289,549427.629596408,4784759.85178494
1290,513887.020697266,4784966.69237317
1291,481179.228549953,4785074.60920181
1292,482267.389905418,4785767.07551893
1293,481583.916657358,4788213.19030146
1294,481431.034483449,4788977.601171
1295,481790.757245586,4790803.19418885
1296,481637.875071678,4791567.60505839
1297,552827.009698603,4785272.45672099
1298,533231.112231186,4785353.39434247
1299,531783.228113585,4786288.67352403
1300,529202.217295251,4786846.24380534
1301,482411.279010273,4785371.38048058
1302,471394.769419825,4785416.34582584
1303,468921.675430133,4788536.94078738
1304,469928.899164117,4789265.37938071
1305,470477.476376376,4789849.92886918
1306,471502.686248466,4790452.46449576
1307,473121.438678083,4790776.21498169
1308,473400.223818739,4791198.8892272
1309,474641.267348112,4791891.35554431
1310,475936.269291806,4792583.82186142
1311,477078.389061591,4792583.82186142
1312,478877.002872276,4791801.42485378
1313,479938.185020581,4791414.72288448
1314,480783.533511603,4791585.59119649
1315,524166.098625332,4785479.29730922
1316,547130.231839335,4785382.8052585
1317,519669.564098619,4785551.24186165
1318,504507.249674542,4785596.20720691
1319,557017.7798775,4785713.11710461
1320,556882.883841698,4785740.09631177
1321,555345.069033562,4784822.80326832
1322,515244.974124333,4785964.9230381
1323,563870.498496211,4786108.81214296
1324,474848.107936341,4786117.80521201
1325,474785.156452967,4787232.94577464
1326,474632.274279059,4787763.53684879
1327,486691.979879704,4786234.71510971
1328,489885.699488048,4787985.72997339
1329,531909.131080333,4786423.56955983
1330,545866.374251251,4786459.54183604
1331,518887.167090971,4786486.5210432
1332,546325.020772976,4786963.15370303
1333,475936.269291806,4786504.50718131
1334,496953.071669664,4786594.43787184
1335,496872.134048183,4787790.51605595
1336,494767.755889681,4789670.06748811
1337,492924.176733729,4789004.58037816
1338,490076.028398146,4787649.11774395
1339,554283.886885258,4786639.40321711
1340,550470.825606605,4788015.34278228
1341,549508.567217889,4788015.34278228
1342,548753.149417401,4787835.48140122
1343,558879.345171559,4786684.36856238
1344,479434.573153589,4786711.34776954
1345,480315.893920825,4787268.91805085
1346,517978.867116575,4786747.32004575
1347,501431.62005827,4786756.3131148
1348,500954.987398439,4787772.52991784
1349,524175.091694386,4786783.29232197
1350,525784.851054949,4788752.77444466
1351,542925.64067078,4786918.18835777
1352,567305.85087462,4786945.16756493
1353,565471.264787721,4788509.96158022
1354,564598.937089538,4788527.94771833
1355,562494.558931037,4788429.02395874
1356,561514.314404213,4788294.12792294
1357,559931.53425081,4788348.08633726
1358,557476.426399225,4786909.19528871
1359,560327.229289161,4787143.0150841
1360,536477.610159473,4787161.00122221
1361,537610.736860205,4787466.76557002
1362,538276.223970159,4787556.69626056
1363,530101.524200594,4787178.98736032
1364,537349.937857656,4787205.96656748
1365,519094.0076792,4787241.93884369
1366,485945.55514827,4787250.93191274
1367,489345.124509233,4789378.16106843
1368,480306.900851771,4787259.9249818
1369,470846.192207566,4787322.87646517
1370,474353.489138403,4787358.84874138
1371,507088.260492875,4787484.75170813
1372,509462.43072298,4784445.09436807
1373,538222.265555838,4787655.62002015
1374,465828.059675754,4787727.56457257
1375,468076.326939111,4788977.601171
1376,524696.689699485,4787772.52991784
1377,551702.876066925,4787970.37743702
1378,482519.195838914,4788042.32198944
1379,549121.865248591,4788141.24574903
1380,514120.840492655,4788195.20416335
1381,515658.655300791,4789166.45562112
1382,556280.348215119,4788438.0170278
1383,555569.895759898,4788968.60810195
1384,554625.623509288,4788761.76751372
1385,552844.99583671,4789247.3932426
1386,552692.113662802,4789157.46255207
1387,551217.25033804,4788824.71899709
1388,550956.45133549,4788662.84375413
1389,533995.523100728,4788590.8992017
1390,533491.911233736,4789544.16452137
1391,538617.960594189,4788635.86454697
1392,521495.157116465,4788662.84375413
1393,503733.845735947,4788725.7952375
1394,503293.185352329,4788644.85761602
1395,501161.827986667,4787781.5229869
1396,500496.340876714,4788725.7952375
1397,565678.10537595,4788869.68434236
1398,519381.78588891,4788878.67741141
1399,557962.05212811,4788986.59424005
1400,556325.313560386,4789813.95659297
1401,478715.127629315,4788995.58730911
1402,533339.029059828,4789112.4972068
1403,543006.578292261,4789166.45562112
1404,542871.68225646,4788357.07940631
1405,471655.568422375,4789166.45562112
1406,524435.890696935,4789229.4071045
1407,545614.568317755,4789310.34472598
1408,560156.360977146,4789319.33779503
1409,547575.057371402,4789328.33086408
1410,524444.883765989,4789562.15065947
1411,467428.825967264,4789580.13679758
1412,467950.423972363,4789157.46255207
1413,508248.366400767,4789679.06055717
1414,509561.354482568,4789517.18531421
1415,477330.194995087,4789679.06055717
1416,565309.389544759,4789786.97738581
1417,486790.903639292,4789822.94966202
1418,489035.603401003,4790674.9477805
1419,561568.272818534,4789876.90807634
1420,562746.364864532,4789921.87342161
1421,562818.30941696,4789058.53879248
1422,549931.2414634,4789993.81797404
1423,529067.32125945,4790029.79025025
1424,528734.577704473,4791063.9931914
1425,528887.459878381,4791378.75060827
1426,509426.458446766,4790155.693217
1427,485343.01952169,4790191.66549321
1428,488707.563953257,4792296.28899509
1429,558969.275862093,4790254.61697659
1430,556442.22345808,4790299.58232185
1431,534930.802282284,4790272.60311469
1432,483247.634432242,4790326.56152902
1433,563978.415324852,4790371.52687428
1434,529157.251949984,4790632.32587683
1435,491377.368856539,4790677.2912221
1436,489130.437806567,4790277.6243227
1437,495658.06972597,4790767.22191263
1438,495756.993485558,4790164.68628605
1439,528698.605428259,4790812.1872579
1440,511818.614814978,4790812.1872579
1441,505613.397168114,4790947.0832937
1442,475540.574253455,4791090.97239856
1443,536639.485402435,4791243.85457246
1444,547035.473228196,4791549.61892028
1445,546396.965325403,4791765.45257756
1446,499731.930007173,4791594.58426555
1447,499336.234968822,4792098.19613254
1448,497978.281541754,4791405.72981543
1449,467734.590315081,4791720.4872323
1450,551711.869135978,4791765.45257756
1451,501233.772539095,4791783.43871567
1452,499597.033971371,4792709.72482817
1453,468696.848703797,4791810.41792283
1454,557926.079851896,4791882.36247526
1455,480432.803818519,4791981.28623485
1456,547422.175197494,4792017.25851106
1457,547026.480159143,4792017.25851106
1458,546783.6672947,4791882.36247526
1459,513976.9513878,4792152.15454686
1460,514570.493945326,4792538.85651616
1461,516279.177065477,4792664.75948291
1462,497339.773638961,4792152.15454686
1463,554247.914609044,4792179.13375402
1464,507852.671362417,4792179.13375402
1465,513068.651413404,4793878.82380512
1466,533455.938957522,4792188.12682307
1467,523941.271898997,4792206.11296118
1468,494399.040058491,4792206.11296118
1469,546765.681156593,4792556.84265426
1470,517556.192871064,4792709.72482817
1471,502384.885377933,4792763.68324249
1472,499974.742871615,4793456.14955961
1473,486179.374943659,4792763.68324249
1474,488511.717763339,4793660.21781773
1475,553177.739391687,4792907.57234735
1476,549157.837524805,4793096.42679747
1477,548950.996936576,4792529.8634471
1478,547593.043509509,4792763.68324249
1479,558528.615478475,4793213.33669516
1480,558258.823406873,4793033.4753141
1481,557071.73829182,4791864.37633715
1482,555587.881898005,4790038.7833193
1483,521081.475940007,4793411.18421434
1484,558546.601616582,4793429.17035245
1485,490990.666887242,4793779.90004553
1486,488594.818053437,4793081.48365454
1487,505307.632820297,4793896.80994323
1488,507286.108012051,4795659.4514777
1489,516378.100825065,4797260.21776921
1490,535632.261668451,4793968.75449565
1491,477384.153409407,4794004.72677187
1492,507546.9070146,4794229.5534982
1493,507519.92780744,4795299.72871556
1494,522484.394712342,4794238.54656726
1495,515388.863229188,4794292.50498158
1496,516117.301822516,4794202.57429104
1497,470513.44865259,4794310.49111968
1498,475513.595046295,4794418.40794832
1499,474965.017834036,4793573.0594573
1500,511162.120774078,4794508.33863886
1501,513068.651413404,4794364.449534
1502,516117.301822516,4794661.22081277
1503,547080.438573463,4794832.08912478
1504,547691.967269096,4793177.36441895
1505,496044.771695268,4794877.05447005
1506,488777.096556871,4791812.04407706
1507,512906.776170442,4794904.03367721
1508,499084.429035326,4794922.01981532
1509,507735.761464722,4795056.91585112
1510,474434.426759884,4795263.75643935
1511,474281.544585975,4794526.32477697
1512,533330.035990774,4795299.72871556
1513,531126.734072685,4795623.47920148
1514,473759.946580877,4795641.46533959
1515,473580.085199808,4795389.65940609
1516,504210.478395779,4795740.38909918
1517,508428.227781836,4799346.6097896
1518,511377.95443136,4800245.91669494
1519,513806.083075785,4799553.45037783
1520,514291.70880467,4799346.6097896
1521,527763.326246703,4795857.29899687
1522,468822.751670545,4795866.29206593
1523,473256.334713885,4795641.46533959
1524,492366.606452416,4795965.21582551
1525,491170.52826831,4797062.37025003
1526,490684.902539425,4796594.73065925
1527,487463.821040104,4795488.42310857
1528,558483.650133208,4795983.20196362
1529,556783.960082111,4793986.74063376
1530,501503.564610698,4796639.69600452
1531,501971.204201476,4799319.63058244
1532,502007.176477689,4800164.97907346
1533,501773.3566823,4800578.66024992
1534,501278.737884362,4801657.82853633
1535,500667.209188729,4802431.23247493
1536,497591.579572457,4802341.30178439
1537,497069.981567358,4801549.91170769
1538,496170.674662016,4800740.53549288
1539,495370.291516261,4800084.04145198
1540,494569.908370506,4799076.817718
1541,493976.365812979,4798294.42071035
1542,473562.099061701,4796774.59204032
1543,473067.480263763,4796288.96631144
1544,497915.33005838,4796792.57817843
1545,497735.468677312,4797224.24549299
1546,497096.960774518,4797979.66329348
1547,497078.974636412,4797997.64943159
1548,543213.41888049,4796873.51579991
1549,541765.534762888,4796127.09106847
1550,540173.761540432,4795533.54851095
1551,539076.607115914,4793995.73370281
1552,534256.322103277,4796927.47421423
1553,534975.767627551,4797071.36331908
1554,535659.240875612,4796531.77917588
1555,535740.178497092,4796972.4395595
1556,496728.244943328,4796972.4395595
1557,472680.778294465,4796972.4395595
1558,529427.044021587,4797017.40490476
1559,528437.80642571,4798015.63556969
1560,527961.173765879,4797889.73260295
1561,524615.752078004,4799256.67909907
1562,522214.602640739,4798627.16426533
1563,547503.112818974,4797179.28014773
1564,545308.803969938,4797098.34252624
1565,534894.83000607,4797197.26628583
1566,497969.288472701,4797224.24549299
1567,490064.380774739,4797314.17618353
1568,557215.627396675,4797386.12073595
1569,483490.447296684,4797431.08608122
1570,549940.234532453,4797601.95439324
1571,549499.574148835,4797700.87815282
1572,497897.343920273,4797961.67715537
1573,549400.650389247,4797970.67022443
1574,494129.247986888,4798159.52467455
1575,528320.896528016,4798303.4137794
1576,541324.87437927,4798375.35833183
1577,541630.638727087,4797718.86429093
1578,503023.393280727,4798492.26822953
1579,532026.040978027,4798582.19892006
1580,531432.498420501,4799463.5196873
1581,536837.332921611,4798896.95633693
1582,540128.796195165,4796306.95244954
1583,487861.078856649,4799058.83157989
1584,488094.898652038,4798303.4137794
1585,545677.519801129,4799103.79692516
1586,545524.637627221,4798977.89395841
1587,532367.777602058,4799220.70682285
1588,531459.477627661,4799472.51275635
1589,559778.652076902,4799328.6236515
1590,560246.29166768,4800120.0137282
1591,560965.737191954,4801190.18894555
1592,564769.805401554,4803618.31758998
1593,566280.641002529,4805407.93833161
1594,566982.100388696,4807044.67689933
1595,567818.455810665,4807170.57986608
1596,567845.435017825,4807188.56600419
1597,568115.227089428,4807755.12935456
1598,568295.088470497,4807728.1501474
1599,568465.956782512,4808375.65111924
1600,568250.12312523,4809077.11050541
1601,568286.095401443,4810264.19562046
1602,568007.310260787,4810893.7104542
1603,566613.384557506,4812701.31733394
1604,565597.167754469,4813339.82523673
1605,565165.500439904,4813843.43710373
