mixture_collection,repunit,bs_corrected_repunit_ppn
snake_deadmansmoose_2021,threechannel_NA,0
snake_deadmansmoose_2021,upperbarbc_NA,0.28621420296914163
snake_deadmansmoose_2021,white_NA,0
snake_deadmansmoose_2021,willow_NA,0.025058706098261753
snake_pacificdeadmans_2021,bailey_NA,6.175436225996187e-5
snake_pacificdeadmans_2021,blackrock_lower,1.0797478708929471e-4
snake_pacificdeadmans_2021,blackrock_upper,0
snake_pacificdeadmans_2021,blacktail_NA,0.24698565903884248
snake_pacificdeadmans_2021,blindbull_NA,2.6729075825516834e-4
snake_pacificdeadmans_2021,cody_bluecrane,0
snake_pacificdeadmans_2021,boulder_NA,1.8297185216174428e-4
snake_pacificdeadmans_2021,box_NA,1.8326266069114078e-4
snake_pacificdeadmans_2021,cabin_NA,0
snake_pacificdeadmans_2021,clear_NA,0.014388878405210937
snake_pacificdeadmans_2021,cliff_NA,3.8423973247877486e-5
snake_pacificdeadmans_2021,fall_coburn,3.7539185087322375e-4
snake_pacificdeadmans_2021,cottonwood_grosventre,1.3042360776919286e-5
snake_pacificdeadmans_2021,cottonwood_nps,0.10486502274350783
snake_pacificdeadmans_2021,cowboycabin_NA,8.918545728133079e-4
snake_pacificdeadmans_2021,crystal_lower,8.307815022292744e-7
snake_pacificdeadmans_2021,crystal_upper,0
snake_pacificdeadmans_2021,deadmansbar_NA,1.7990427723564668e-4
snake_pacificdeadmans_2021,dell_NA,0
snake_pacificdeadmans_2021,ditch_NA,1.1619092528864942e-4
snake_pacificdeadmans_2021,dog_NA,1.1123058103973823e-4
snake_pacificdeadmans_2021,fish_grosventre,3.3685350986171984e-5
snake_pacificdeadmans_2021,fish_NA,0.0602483825374485
snake_pacificdeadmans_2021,spreadnf_flagstaff,2.3356152473593086e-4
snake_pacificdeadmans_2021,flat_NA,0.0062818870243677594
snake_pacificdeadmans_2021,fordspring_NA,0
snake_pacificdeadmans_2021,goosewing_NA,0
snake_pacificdeadmans_2021,granite_lower,0
snake_pacificdeadmans_2021,granite_upper,1.310099989922952e-4
snake_pacificdeadmans_2021,grosventre_lower,0.1110336715119504
snake_pacificdeadmans_2021,hoback_upper,6.002680900051802e-6
snake_pacificdeadmans_2021,horse_NA,1.4275553358259496e-4
snake_pacificdeadmans_2021,lava_NA,0
snake_pacificdeadmans_2021,leidy_NA,4.7096686883599056e-5
snake_pacificdeadmans_2021,littlegreys_steer,0
snake_pacificdeadmans_2021,lowerbarbc_NA,0.041944947888626453
snake_pacificdeadmans_2021,mosquito_NA,0
snake_pacificdeadmans_2021,northbuffalofork_NA,0.0288734656693103
snake_pacificdeadmans_2021,deadman_greys,4.4698062211045354e-5
snake_pacificdeadmans_2021,pacific_NA,0.001990317738384293
snake_pacificdeadmans_2021,rock_NA,8.305127330681057e-5
snake_pacificdeadmans_2021,shoal_NA,0
snake_pacificdeadmans_2021,slate_NA,0
snake_pacificdeadmans_2021,snakeriversidechannel_NA,0.11306642509756755
snake_pacificdeadmans_2021,spread_southfork,0
snake_pacificdeadmans_2021,spread_uppermainstem,0
snake_pacificdeadmans_2021,spring_nps,5.767270448900914e-5
snake_pacificdeadmans_2021,spring_tss,4.4293750898147566e-5
snake_pacificdeadmans_2021,threechannel_NA,0
snake_pacificdeadmans_2021,upperbarbc_NA,0.26692561368621476
snake_pacificdeadmans_2021,white_NA,4.1777348348150194e-5
snake_pacificdeadmans_2021,willow_NA,0
snake_wilsonsouthpark_2021,bailey_NA,0.059848944932958996
snake_wilsonsouthpark_2021,blackrock_lower,9.065284395234911e-5
snake_wilsonsouthpark_2021,blackrock_upper,4.566237238897458e-5
snake_wilsonsouthpark_2021,blacktail_NA,0
snake_wilsonsouthpark_2021,blindbull_NA,0.002601900280665464
snake_wilsonsouthpark_2021,cody_bluecrane,5.276242432835115e-4
snake_wilsonsouthpark_2021,boulder_NA,0
snake_wilsonsouthpark_2021,box_NA,1.8039191274109962e-5
snake_wilsonsouthpark_2021,cabin_NA,0
snake_wilsonsouthpark_2021,clear_NA,0
snake_wilsonsouthpark_2021,cliff_NA,0.029034180630650448
snake_wilsonsouthpark_2021,fall_coburn,0
snake_wilsonsouthpark_2021,cottonwood_grosventre,2.2666594906332773e-5
snake_wilsonsouthpark_2021,cottonwood_nps,0
snake_wilsonsouthpark_2021,cowboycabin_NA,1.914860882736257e-4
snake_wilsonsouthpark_2021,crystal_lower,0
snake_wilsonsouthpark_2021,crystal_upper,1.0218336669480376e-4
snake_wilsonsouthpark_2021,deadmansbar_NA,7.50068155101848e-5
snake_wilsonsouthpark_2021,dell_NA,1.6698978905650366e-4
snake_wilsonsouthpark_2021,ditch_NA,1.9128454019494531e-4
snake_wilsonsouthpark_2021,dog_NA,0.008978896331456465
snake_wilsonsouthpark_2021,fish_grosventre,1.5411239250278345e-4
snake_wilsonsouthpark_2021,fish_NA,0.40912996177262023
snake_wilsonsouthpark_2021,spreadnf_flagstaff,3.5504301402786107e-6
snake_wilsonsouthpark_2021,flat_NA,1.4861430090960215e-4
snake_wilsonsouthpark_2021,fordspring_NA,0
snake_wilsonsouthpark_2021,goosewing_NA,1.5435298722718657e-4
snake_wilsonsouthpark_2021,granite_lower,0.006471223776607861
snake_wilsonsouthpark_2021,granite_upper,1.4975253092573885e-4
snake_wilsonsouthpark_2021,grosventre_lower,0.08308079674956975
snake_wilsonsouthpark_2021,hoback_upper,0.021968253888641365
snake_wilsonsouthpark_2021,horse_NA,4.9972131964523167e-5
snake_wilsonsouthpark_2021,lava_NA,2.661698347603043e-4
snake_wilsonsouthpark_2021,leidy_NA,0
snake_wilsonsouthpark_2021,littlegreys_steer,0.00921185828847978
snake_wilsonsouthpark_2021,lowerbarbc_NA,0.051690437097483125
snake_wilsonsouthpark_2021,mosquito_NA,0.2598995576893968
snake_wilsonsouthpark_2021,northbuffalofork_NA,0.02967805312763263
snake_wilsonsouthpark_2021,deadman_greys,0
snake_wilsonsouthpark_2021,pacific_NA,9.512430907641159e-4
snake_wilsonsouthpark_2021,rock_NA,8.230956139557632e-5
snake_wilsonsouthpark_2021,shoal_NA,0.016095204810677367
snake_wilsonsouthpark_2021,slate_NA,3.57584044481071e-4
snake_wilsonsouthpark_2021,snakeriversidechannel_NA,8.40064951877845e-6
snake_wilsonsouthpark_2021,spread_southfork,0
snake_wilsonsouthpark_2021,spread_uppermainstem,0
snake_wilsonsouthpark_2021,spring_nps,2.5800286536495964e-5
snake_wilsonsouthpark_2021,spring_tss,0.008527272536497998
snake_wilsonsouthpark_2021,threechannel_NA,0
snake_wilsonsouthpark_2021,upperbarbc_NA,0
snake_wilsonsouthpark_2021,white_NA,0
snake_wilsonsouthpark_2021,willow_NA,0
snake_southparkastoria_2021,bailey_NA,0.05281949821715784
snake_southparkastoria_2021,blackrock_lower,2.555180415911655e-4
snake_southparkastoria_2021,blackrock_upper,5.349357677171384e-5
snake_southparkastoria_2021,blacktail_NA,0
snake_southparkastoria_2021,blindbull_NA,0
snake_southparkastoria_2021,cody_bluecrane,0
snake_southparkastoria_2021,boulder_NA,0.011231379213981532
snake_southparkastoria_2021,box_NA,0
snake_southparkastoria_2021,cabin_NA,0.045650470642451674
snake_southparkastoria_2021,clear_NA,0
snake_southparkastoria_2021,cliff_NA,0.17809219709145446
snake_southparkastoria_2021,fall_coburn,0.034610642917759525
snake_southparkastoria_2021,cottonwood_grosventre,0
snake_southparkastoria_2021,cottonwood_nps,0.02577545956772884
snake_southparkastoria_2021,cowboycabin_NA,5.940378292022128e-4
snake_southparkastoria_2021,crystal_lower,3.655774712008066e-5
snake_southparkastoria_2021,crystal_upper,2.860927693044038e-4
