section,repunit,distkm
snake_astoriawesttable,snakeriversidechannel_NA,76.35074801817835
snake_astoriawesttable,spread_southfork,133.05160844190058
snake_astoriawesttable,spread_uppermainstem,123.11991733521508
snake_astoriawesttable,spreadnf_flagstaff,134.87226240767083
snake_astoriawesttable,spring_nps,118.51717753547322
snake_astoriawesttable,spring_tss,41.02633651672055
snake_astoriawesttable,threechannel_NA,56.74782256863244
snake_astoriawesttable,upperbarbc_NA,75.79743225050653
snake_astoriawesttable,white_NA,63.52208059039906
snake_astoriawesttable,willow_NA,24.283407522085284
snake_astoriawesttable,NA,NA
snake_astoriawesttable,NA,NA
snake_astoriawesttable,NA,NA
snake_astoriawesttable,NA,NA
snake_astoriawesttable,NA,NA
