param,mean,sd
logarea,4.029711358341329,1.4181872165995086
loggwi,-2.5855194411280227,0.7376883136896002
dist,67.59972536754034,38.873509521268645
barrier_dens,0.0186679788807892,0.02737573046991147
prop_ag,0.013024187697520064,0.05219208372229104
prop_dev,6.763812808203233e-4,0.0020272878723113672
prop_agdev,0.013700568978340388,0.05271234306115828
