mixture_collection,repunit,bs_corrected_repunit_ppn
snake_moosewilson,blackrock_lower,9.265979415807483e-6
snake_moosewilson,blackrock_upper,3.959416721685589e-5
snake_moosewilson,blacktail_NA,0.07495398923837003
snake_moosewilson,blindbull_NA,4.582408512173294e-5
snake_moosewilson,cody_bluecrane,0
snake_moosewilson,boulder_NA,0
snake_moosewilson,box_NA,0
snake_moosewilson,cabin_NA,1.1506536900457466e-5
snake_moosewilson,clear_NA,0
snake_moosewilson,cliff_NA,0.009018666636425303
snake_moosewilson,fall_coburn,0
snake_moosewilson,cottonwood_grosventre,2.240663661270483e-5
snake_moosewilson,cottonwood_nps,0.07035398875232915
snake_moosewilson,cowboycabin_NA,1.0778768003435371e-4
snake_moosewilson,crystal_lower,7.242219760874177e-5
snake_moosewilson,crystal_upper,0
snake_moosewilson,deadmansbar_NA,4.793378272518793e-5
snake_moosewilson,dell_NA,3.823063383054267e-5
snake_moosewilson,ditch_NA,0.00038360444985434963
snake_moosewilson,dog_NA,0.004259385861172675
snake_moosewilson,fish_grosventre,0
snake_moosewilson,fish_NA,0.2212733561528943
snake_moosewilson,spreadnf_flagstaff,3.122226503750624e-4
snake_moosewilson,flat_NA,7.714722318412612e-6
snake_moosewilson,fordspring_NA,0
snake_moosewilson,goosewing_NA,4.9351950959020347e-5
snake_moosewilson,granite_lower,0
snake_moosewilson,granite_upper,0
snake_moosewilson,grosventre_lower,0.0970780726634965
snake_moosewilson,hoback_upper,0
snake_moosewilson,horse_NA,2.1022752041586145e-4
snake_moosewilson,lava_NA,4.50633280881081e-5
snake_moosewilson,leidy_NA,0
snake_moosewilson,littlegreys_steer,0.006555375103348166
snake_moosewilson,lowerbarbc_NA,0.15902149569634996
snake_moosewilson,mosquito_NA,0.09072970533203163
snake_moosewilson,northbuffalofork_NA,5.258359157299653e-4
snake_moosewilson,deadman_greys,7.109560126469227e-5
snake_moosewilson,pacific_NA,2.1575010792465417e-4
snake_moosewilson,rock_NA,1.6318722402451178e-5
snake_moosewilson,shoal_NA,0.0036850688958469198
snake_moosewilson,slate_NA,8.17879616298351e-6
snake_moosewilson,snakeriversidechannel_NA,0.05912052949145379
snake_moosewilson,spread_southfork,6.798210584257683e-4
snake_moosewilson,spread_uppermainstem,0
snake_moosewilson,spring_nps,0
snake_moosewilson,spring_tss,0.00891442940917304
snake_moosewilson,threechannel_NA,0.1011470037891574
snake_moosewilson,upperbarbc_NA,0.05858680010495081
snake_moosewilson,white_NA,3.289453605804911e-5
snake_moosewilson,willow_NA,0.03234908181355447
snake_pacificdeadmans,bailey_NA,7.42915062250992e-5
snake_pacificdeadmans,blackrock_lower,3.062627326405302e-5
snake_pacificdeadmans,blackrock_upper,9.720271624381443e-6
snake_pacificdeadmans,blacktail_NA,0.2751963840508529
snake_pacificdeadmans,blindbull_NA,0
snake_pacificdeadmans,cody_bluecrane,0
snake_pacificdeadmans,boulder_NA,0
snake_pacificdeadmans,box_NA,7.388714148775796e-5
snake_pacificdeadmans,cabin_NA,3.802220298681805e-5
snake_pacificdeadmans,clear_NA,0.008158497470663193
snake_pacificdeadmans,cliff_NA,0.007317463004147429
snake_pacificdeadmans,fall_coburn,0
snake_pacificdeadmans,cottonwood_grosventre,0
snake_pacificdeadmans,cottonwood_nps,0.09664071635972611
snake_pacificdeadmans,cowboycabin_NA,0.052329783975636694
snake_pacificdeadmans,crystal_lower,1.4104960027428304e-5
snake_pacificdeadmans,crystal_upper,2.0071823382642563e-5
snake_pacificdeadmans,deadmansbar_NA,0
snake_pacificdeadmans,dell_NA,7.69349562307065e-5
snake_pacificdeadmans,ditch_NA,0.006347272141073924
snake_pacificdeadmans,dog_NA,1.211947475055446e-4
snake_pacificdeadmans,fish_grosventre,9.662819866643427e-5
snake_pacificdeadmans,fish_NA,0.06838096799200463
snake_pacificdeadmans,spreadnf_flagstaff,8.434680495970667e-5
snake_pacificdeadmans,flat_NA,0.002453441370686448
snake_pacificdeadmans,fordspring_NA,0
snake_pacificdeadmans,goosewing_NA,9.046443085443424e-5
snake_pacificdeadmans,granite_lower,0
snake_pacificdeadmans,granite_upper,1.1385993938442383e-5
snake_pacificdeadmans,grosventre_lower,0.09300490525017789
snake_pacificdeadmans,hoback_upper,0
snake_pacificdeadmans,horse_NA,2.0331662545795576e-5
snake_pacificdeadmans,lava_NA,0
snake_pacificdeadmans,leidy_NA,0
snake_pacificdeadmans,littlegreys_steer,0
snake_pacificdeadmans,lowerbarbc_NA,0.03662980661844098
snake_pacificdeadmans,mosquito_NA,2.779069555263128e-5
snake_pacificdeadmans,northbuffalofork_NA,0.01567150626557542
snake_pacificdeadmans,deadman_greys,3.8943290306509005e-5
snake_pacificdeadmans,pacific_NA,0.033486049698758
snake_pacificdeadmans,rock_NA,3.5043683266174084e-5
