watername,location,site,date,year,locationsub,start.lat,start.lon,stop.lat,stop.lon,method,pass,genID,CORRgenID,species,life.stage,spawncond,sex,TL.mm,TL.in,FL.mm,weight.g,weight.lbs,count,lice,notes,survey.notes,collection.type,run,sizecat
snake,wilsonsouthpark,snake_wilsonsouthpark,10/12/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,1,20MSA0001,20MSA0001,SRC,adult,NA,NA,442,17.4,NA,857,1.89,1,0,NA,WGFD SR pop est day 1,mixture,0,5
snake,wilsonsouthpark,snake_wilsonsouthpark,10/12/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,1,20MSA0002,20MSA0002,SRC,adult,NA,NA,460,18.1,NA,980,2.16,1,0,NA,WGFD SR pop est day 1,mixture,1,6
snake,wilsonsouthpark,snake_wilsonsouthpark,10/12/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,1,20MSA0003,20MSA0003,SRC,adult,NA,NA,437,17.2,NA,862,1.9,1,0,NA,WGFD SR pop est day 1,mixture,1,5
snake,wilsonsouthpark,snake_wilsonsouthpark,10/12/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,1,20MSA0004,20MSA0004,SRC,adult,NA,NA,442,17.4,NA,880,1.94,1,0,NA,WGFD SR pop est day 1,mixture,0,5
snake,wilsonsouthpark,snake_wilsonsouthpark,10/12/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,1,20MSA0005,20MSA0005,SRC,adult,NA,NA,439,17.3,NA,748,1.65,1,0,NA,WGFD SR pop est day 1,mixture,0,5
snake,wilsonsouthpark,snake_wilsonsouthpark,10/12/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,1,20MSA0006,20MSA0006,SRC,adult,NA,NA,432,17,NA,789,1.74,1,0,NA,WGFD SR pop est day 1,mixture,0,5
snake,wilsonsouthpark,snake_wilsonsouthpark,10/12/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,1,20MSA0007,20MSA0007,SRC,adult,NA,NA,434,17.1,NA,744,1.64,1,0,NA,WGFD SR pop est day 1,mixture,0,5
snake,wilsonsouthpark,snake_wilsonsouthpark,10/13/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,2,20MSA0008,20MSA0008,SRC,adult,NA,NA,432,17,NA,767,1.69,1,0,NA,WGFD SR pop est day 2,mixture,1,5
snake,wilsonsouthpark,snake_wilsonsouthpark,10/13/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,2,20MSA0009,20MSA0009,SRC,adult,NA,NA,452,17.8,NA,898,1.98,1,0,NA,WGFD SR pop est day 2,mixture,1,6
snake,wilsonsouthpark,snake_wilsonsouthpark,10/13/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,2,20MSA0010,20MSA0010,SRC,adult,NA,NA,457,18,NA,989,2.18,1,0,NA,WGFD SR pop est day 2,mixture,1,6
snake,wilsonsouthpark,snake_wilsonsouthpark,10/13/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,2,20MSA0011,20MSA0011,SRC,adult,NA,NA,447,17.6,NA,807,1.78,1,0,NA,WGFD SR pop est day 2,mixture,0,5
snake,wilsonsouthpark,snake_wilsonsouthpark,10/15/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,3,20MSA0012,20MSA0012,SRC,adult,NA,NA,442,17.4,NA,NA,NA,1,0,NA,WGFD SR pop est day 3,mixture,0,5
snake,wilsonsouthpark,snake_wilsonsouthpark,10/15/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,3,20MSA0013,20MSA0013,SRC,adult,NA,NA,478,18.8,NA,1152,2.54,1,0,NA,WGFD SR pop est day 3,mixture,1,6
snake,wilsonsouthpark,snake_wilsonsouthpark,10/15/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,3,20MSA0014,20MSA0014,SRC,adult,NA,NA,432,17,NA,871,1.92,1,0,NA,WGFD SR pop est day 3,mixture,1,5
snake,wilsonsouthpark,snake_wilsonsouthpark,10/15/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,3,20MSA0015,20MSA0015,SRC,adult,NA,NA,439,17.3,NA,816,1.8,1,0,NA,WGFD SR pop est day 3,mixture,0,5
snake,wilsonsouthpark,snake_wilsonsouthpark,10/15/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,3,20MSA0016,20MSA0016,SRC,adult,NA,NA,455,17.9,NA,993,2.19,1,0,NA,WGFD SR pop est day 3,mixture,1,6
snake,wilsonsouthpark,snake_wilsonsouthpark,10/15/20,2020,Wilson to South Park,43.499732,-110.840168,43.413468,-110.827745,raft efish,3,20MSA0017,20MSA0017,SRC,adult,NA,NA,457,18,NA,984,2.17,1,0,NA,WGFD SR pop est day 3,mixture,1,6
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0018,20MSA0018,SRC,adult,NA,NA,402,NA,NA,590,1.3,1,NA,NA,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0019,20MSA0019,SRC,adult,NA,NA,415,NA,NA,671,1.48,1,NA,NA,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0020,20MSA0020,SRC,adult,NA,NA,460,NA,NA,1007,2.22,1,NA,NA,NA,mixture,1,6
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0021,20MSA0021,SRC,adult,NA,NA,327,NA,NA,386,0.85,1,NA,NA,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0022,20MSA0022,SRC,adult,NA,NA,230,NA,NA,127,0.28,1,NA,NA,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0023,20MSA0023,SRC,adult,NA,NA,345,NA,NA,426,0.94,1,NA,NA,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0024,20MSA0024,SRC,adult,NA,NA,352,NA,NA,440,0.97,1,NA,NA,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0025,20MSA0025,SRC,adult,NA,NA,341,NA,NA,367,0.81,1,NA,NA,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0026,20MSA0026,SRC,adult,NA,NA,389,NA,NA,671,1.48,1,NA,NA,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0027,20MSA0027,SRC,adult,NA,NA,329,NA,NA,358,0.79,1,NA,NA,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0028,20MSA0028,SRC,adult,NA,NA,337,NA,NA,404,0.89,1,NA,NA,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0029,20MSA0029,SRC,adult,NA,NA,335,NA,NA,386,0.85,1,NA,NA,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0030,20MSA0030,SRC,adult,NA,NA,389,NA,NA,526,1.16,1,NA,NA,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0031,20MSA0031,SRC,adult,NA,NA,375,NA,NA,535,1.18,1,NA,NA,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0032,20MSA0032,SRC,adult,NA,NA,348,NA,NA,408,0.9,1,NA,NA,NA,mixture,0,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0033,20MSA0033,SRC,adult,NA,NA,265,NA,NA,181,0.4,1,NA,NA,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0034,20MSA0034,SRC,adult,NA,NA,210,NA,NA,86,0.19,1,NA,NA,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0035,20MSA0035,SRC,adult,NA,NA,419,NA,NA,708,1.56,1,NA,NA,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0036,20MSA0036,SRC,adult,NA,NA,354,NA,NA,454,1,1,NA,NA,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0037,20MSA0037,SRC,adult,NA,NA,393,NA,NA,630,1.39,1,NA,NA,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0038,20MSA0038,SRC,adult,NA,NA,233,NA,NA,104,0.23,1,NA,NA,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0039,20MSA0039,SRC,adult,NA,NA,368,NA,NA,485,1.07,1,NA,NA,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.761193,-110.627337,43.753432,-110.64516,raft efish,NA,20MSA0040,20MSA0040,SRC,adult,NA,NA,233,NA,NA,104,0.23,1,NA,NA,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0041,20MSA0041,SRC,adult,NA,NA,455,NA,NA,1066,2.35,1,NA,NA,NA,mixture,1,6
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0042,20MSA0042,SRC,adult,NA,NA,426,NA,NA,835,1.84,1,NA,NA,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0043,20MSA0043,SRC,adult,NA,NA,405,NA,NA,499,1.1,1,NA,NA,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0044,20MSA0044,SRC,adult,NA,NA,433,NA,NA,835,1.84,1,NA,NA,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0045,20MSA0045,SRC,adult,NA,NA,246,NA,NA,145,0.32,1,NA,NA,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0046,20MSA0046,SRC,adult,NA,NA,265,NA,NA,168,0.37,1,NA,NA,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0047,20MSA0047,SRC,adult,NA,NA,250,NA,NA,150,0.33,1,NA,NA,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0048,20MSA0048,SRC,adult,NA,NA,410,NA,NA,671,1.48,1,NA,NA,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0049,20MSA0049,SRC,adult,NA,NA,203,NA,NA,68,0.15,1,NA,NA,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0050,20MSA0050,SRC,adult,NA,NA,255,NA,NA,136,0.3,1,NA,NA,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0051,20MSA0051,SRC,adult,NA,NA,275,NA,NA,195,0.43,1,NA,NA,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0052,20MSA0052,SRC,adult,NA,NA,256,NA,NA,154,0.34,1,NA,NA,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0053,20MSA0053,SRC,adult,NA,NA,290,NA,NA,236,0.52,1,NA,NA,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.745423,-110.652891,43.73763,-110.661993,raft efish,NA,20MSA0054,20MSA0054,SRC,adult,NA,NA,253,NA,NA,154,0.34,1,NA,NA,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0055,20MSA0055,SRC,adult,NA,NA,310,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0056,20MSA0056,SRC,adult,NA,NA,285,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,0,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0057,20MSA0057,SRC,adult,NA,NA,384,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0058,20MSA0058,SRC,adult,NA,NA,227,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0059,20MSA0059,SRC,adult,NA,NA,326,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0060,20MSA0060,SRC,adult,NA,NA,391,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0061,20MSA0061,SRC,adult,NA,NA,251,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0062,20MSA0062,SRC,adult,NA,NA,222,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0063,20MSA0063,SRC,adult,NA,NA,243,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0064,20MSA0064,SRC,adult,NA,NA,228,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0065,20MSA0065,SRC,adult,NA,NA,385,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0066,20MSA0066,SRC,adult,NA,NA,310,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0067,20MSA0067,SRC,adult,NA,NA,390,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0068,20MSA0068,SRC,adult,NA,NA,326,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0069,20MSA0069,SRC,adult,NA,NA,410,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,0,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0070,20MSA0070,SRC,adult,NA,NA,321,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0071,20MSA0071,SRC,adult,NA,NA,404,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0072,20MSA0072,SRC,adult,NA,NA,362,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0073,20MSA0073,SRC,adult,NA,NA,261,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0074,20MSA0074,SRC,adult,NA,NA,417,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0075,20MSA0075,SRC,adult,NA,NA,257,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0076,20MSA0076,SRC,adult,NA,NA,414,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0077,20MSA0077,SRC,adult,NA,NA,401,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0078,20MSA0078,SRC,adult,NA,NA,215,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0079,20MSA0079,SRC,adult,NA,NA,392,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,0,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0080,20MSA0080,SRC,adult,NA,NA,315,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0081,20MSA0081,SRC,adult,NA,NA,420,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0082,20MSA0082,SRC,adult,NA,NA,344,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0083,20MSA0083,SRC,adult,NA,NA,435,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0084,20MSA0084,SRC,adult,NA,NA,470,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,6
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0085,20MSA0085,SRC,adult,NA,NA,357,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0086,20MSA0086,SRC,adult,NA,NA,225,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0087,20MSA0087,SRC,adult,NA,NA,262,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0088,20MSA0088,SRC,adult,NA,NA,234,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,1
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0089,20MSA0089,SRC,adult,NA,NA,255,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.722967,-110.677472,43.696498,-110.688068,raft efish,NA,20MSA0090,20MSA0090,SRC,adult,NA,NA,295,NA,NA,NA,NA,1,NA,too windy for weight,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.678005,-110.702257,43.655806,-110.713714,raft efish,NA,20MSA0091,20MSA0091,SRC,adult,NA,NA,285,NA,NA,181,0.4,1,NA,NA,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.678005,-110.702257,43.655806,-110.713714,raft efish,NA,20MSA0092,20MSA0092,SRC,adult,NA,NA,378,NA,NA,499,1.1,1,NA,NA,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.678005,-110.702257,43.655806,-110.713714,raft efish,NA,20MSA0093,20MSA0093,SRC,adult,NA,NA,395,NA,NA,612,1.35,1,NA,NA,NA,mixture,1,4
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.678005,-110.702257,43.655806,-110.713714,raft efish,NA,20MSA0094,20MSA0094,SRC,adult,NA,NA,430,NA,NA,857,1.89,1,NA,NA,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.678005,-110.702257,43.655806,-110.713714,raft efish,NA,20MSA0095,20MSA0095,SRC,adult,NA,NA,337,NA,NA,426,0.94,1,NA,NA,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.678005,-110.702257,43.655806,-110.713714,raft efish,NA,20MSA0096,20MSA0096,SRC,adult,NA,NA,415,NA,NA,689,1.52,1,NA,NA,NA,mixture,1,5
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.678005,-110.702257,43.655806,-110.713714,raft efish,NA,20MSA0097,20MSA0097,SRC,adult,NA,NA,315,NA,NA,313,0.69,1,NA,NA,NA,mixture,1,3
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.678005,-110.702257,43.655806,-110.713714,raft efish,NA,20MSA0098,20MSA0098,SRC,adult,NA,NA,280,NA,NA,222,0.49,1,NA,NA,NA,mixture,1,2
snake,deadmansmoose,snake_deadmansmoose,10/21/20,2020,Deadmans to Moose,43.678005,-110.702257,43.655806,-110.713714,raft efish,NA,20MSA0099,20MSA0099,SRC,adult,NA,NA,245,NA,NA,136,0.3,1,NA,NA,NA,mixture,1,1
snake,southparkastoria,snake_southparkastoria,10/22/20,2020,South Park to Astoria,43.384757,-110.744578,43.371712,-110.739037,raft efish,NA,20MSA0100,20MSA0100,SRC,adult,NA,NA,340,NA,NA,354,0.78,1,NA,NA,NA,mixture,1,3
snake,southparkastoria,snake_southparkastoria,10/22/20,2020,South Park to Astoria,43.384757,-110.744578,43.371712,-110.739037,raft efish,NA,20MSA0101,20MSA0101,SRC,adult,NA,NA,351,NA,NA,431,0.95,1,NA,NA,NA,mixture,1,4
snake,southparkastoria,snake_southparkastoria,10/22/20,2020,South Park to Astoria,43.384757,-110.744578,43.371712,-110.739037,raft efish,NA,20MSA0102,20MSA0102,SRC,adult,NA,NA,395,NA,NA,553,1.22,1,NA,NA,NA,mixture,1,4
snake,southparkastoria,snake_southparkastoria,10/22/20,2020,South Park to Astoria,43.384757,-110.744578,43.371712,-110.739037,raft efish,NA,20MSA0103,20MSA0103,SRC,adult,NA,NA,233,NA,NA,136,0.3,1,NA,NA,NA,mixture,1,1
